description,code
When Ego shows its headway behind $owner $HeadwayTime_LaneChange seconds,"<Condition name=""CutInStartCondition"" delay=""0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <TimeHeadwayCondition entityRef=""$owner"" value=""$HeadwayTime_LaneChange"" freespace=""true"" alongRoute=""true"" rule=""greaterThan"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When Ego shows $HeadwayTime_Brake second headway behind $owner,"<Condition name=""BrakeCondition"" delay=""0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <TimeHeadwayCondition entityRef=""$owner"" value=""$HeadwayTime_Brake"" freespace=""true"" alongRoute=""true"" rule=""greaterThan"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When more than 10 seconds have passed since starting,"<Condition conditionEdge=""none"" delay=""0"" name=""simulationEndEventDone"">
  <ByValueCondition>
    <SimulationTimeCondition rule=""greaterThan"" value=""10"" />
  </ByValueCondition>
</Condition>"
When OverTaker acceleration is 0.0m/s²,"<Condition conditionEdge=""rising"" delay=""2"" name=""simulationEndDecelerationDone"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""OverTaker"" />
    </TriggeringEntities>
    <EntityCondition>
      <AccelerationCondition value=""0.0"" rule=""equalTo"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
13 seconds after starting simulation,"<Condition conditionEdge=""rising"" delay=""0"" name=""starttrigger"">
  <ByValueCondition>
    <SimulationTimeCondition rule=""greaterThan"" value=""13"" />
  </ByValueCondition>
</Condition>"
When Ego shows 0.1 second headway behind Target1,"<Condition conditionEdge=""rising"" delay=""0.2"" name=""redtrigger"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <TimeHeadwayCondition alongRoute=""true"" entityRef=""Target1"" freespace=""true"" rule=""greaterThan"" value=""0.1"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When more than 0 seconds have passed since starting,"<Condition conditionEdge=""rising"" delay=""0"" name=""starttrigger"">
  <ByValueCondition>
    <SimulationTimeCondition rule=""greaterThan"" value=""0"" />
  </ByValueCondition>
</Condition>"
When the simulation time reaches 40 seconds or more,"<Condition conditionEdge=""rising"" delay=""0"" name=""stop_simulation"">
  <ByValueCondition>
    <SimulationTimeCondition rule=""greaterThan"" value=""40"" />
  </ByValueCondition>
</Condition>"
4 seconds after starting simulation,"<Condition name=""VisibilityHideForSensorsCondition"" delay=""0.0"" conditionEdge=""rising"">
  <ByValueCondition>
    <SimulationTimeCondition value=""4"" rule=""greaterThan"" />
  </ByValueCondition>
</Condition>"
When the simulation time reaches 7 seconds or more,"<Condition name=""VisibilityHideCondition"" delay=""0.0"" conditionEdge=""rising"">
  <ByValueCondition>
    <SimulationTimeCondition value=""7"" rule=""greaterThan"" />
  </ByValueCondition>
</Condition>"
When more than 10 seconds have passed since starting,"<Condition name=""VisibilityReappearCondition"" delay=""0.0"" conditionEdge=""rising"">
  <ByValueCondition>
    <SimulationTimeCondition value=""10"" rule=""greaterThan"" />
  </ByValueCondition>
</Condition>"
When it reaches the 250.0m point in the first lane on the right,"<Condition name=""OverTakerStartSpeedCondition"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <ReachPositionCondition tolerance=""2.0"">
        <Position>
          <LanePosition roadId=""1"" laneId=""-1"" s=""250.0"" />
        </Position>
      </ReachPositionCondition>
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When the preceding action 'NonContinuousDistEvent' enters the termination phase.,"<Condition name=""QuitCondition"" delay=""4"" conditionEdge=""rising"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""NonContinuousDistEvent"" state=""endTransition"" />
  </ByValueCondition>
</Condition>"
When the simulation time reaches 4.3 seconds or more,"<Condition name=""drop trigger"" delay=""0"" conditionEdge=""none"">
  <ByValueCondition>
    <SimulationTimeCondition value=""4.3"" rule=""greaterThan"" />
  </ByValueCondition>
</Condition>"
When more than 8 seconds have passed since starting,"<Condition name=""start_trigger "" delay=""0"" conditionEdge=""none"">
  <ByValueCondition>
    <SimulationTimeCondition value=""8"" rule=""greaterThan"" />
  </ByValueCondition>
</Condition>"
When the preceding action 'Story' is running,"<Condition name=""FirstSpeedCondition"" delay=""0"" conditionEdge=""none"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""story"" storyboardElementRef=""Story"" state=""runningState"" />
  </ByValueCondition>
</Condition>"
When the simulation time reaches 6 seconds or more,"<Condition name=""LaneChangeCondition1"" delay=""0"" conditionEdge=""rising"">
  <ByValueCondition>
    <SimulationTimeCondition value=""6"" rule=""greaterThan"" />
  </ByValueCondition>
</Condition>"
When more than 9 seconds have passed since starting,"<Condition name=""LaneChangeCondition2"" delay=""0"" conditionEdge=""rising"">
  <ByValueCondition>
    <SimulationTimeCondition value=""9"" rule=""greaterThan"" />
  </ByValueCondition>
</Condition>"
When more than 12 seconds have passed since starting,"<Condition name=""SpeedCondition1"" delay=""0"" conditionEdge=""rising"">
  <ByValueCondition>
    <SimulationTimeCondition value=""12"" rule=""greaterThan"" />
  </ByValueCondition>
</Condition>"
15 seconds after starting simulation,"<Condition name=""StopCondition"" delay=""0"" conditionEdge=""rising"">
  <ByValueCondition>
    <SimulationTimeCondition value=""15"" rule=""greaterThan"" />
  </ByValueCondition>
</Condition>"
When the preceding action 'StopEvent' is completed,"<Condition name=""StopCondition"" delay=""6"" conditionEdge=""none"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""StopEvent"" state=""completeState"" />
  </ByValueCondition>
</Condition>"
After 0.0 seconds,"<Condition name=""startTrigger1"" delay=""2.0"" conditionEdge=""none"">
  <ByValueCondition>
    <SimulationTimeCondition value=""0.0"" rule=""greaterOrEqual"" />
  </ByValueCondition>
</Condition>"
When the preceding event 'Event1' enters the end stage,"<Condition name=""startTrigger2"" delay=""4"" conditionEdge=""none"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""Event1"" state=""endTransition"" />
  </ByValueCondition>
</Condition>"
Event2 When the operation enters the end stage,"<Condition name=""startTrigger3"" delay=""2"" conditionEdge=""none"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""Event2"" state=""endTransition"" />
  </ByValueCondition>
</Condition>"
When the preceding action 'Event3' enters the end stage,"<Condition name=""startTrigger4"" delay=""2"" conditionEdge=""none"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""Event3"" state=""endTransition"" />
  </ByValueCondition>
</Condition>"
After 0.0 seconds,"<Condition name=""ActStartTrigger"" delay=""3.0"" conditionEdge=""none"">
  <ByValueCondition>
    <SimulationTimeCondition value=""0.0"" rule=""greaterOrEqual"" />
  </ByValueCondition>
</Condition>"
When the preceding event 'EventSpeedChange1' enters the end stage,"<Condition name=""startTrigger6"" delay=""2"" conditionEdge=""none"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""EventSpeedChange1"" state=""endTransition"" />
  </ByValueCondition>
</Condition>"
When the Act1 event enters the end stage,"<Condition name=""ActStartTrigger"" delay=""2"" conditionEdge=""none"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""act"" storyboardElementRef=""Act1"" state=""endTransition"" />
  </ByValueCondition>
</Condition>"
When the preceding event 'Story' enters the end stage,"<Condition name=""StopTrigger"" delay=""10.0"" conditionEdge=""none"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""story"" storyboardElementRef=""Story"" state=""endTransition"" />
  </ByValueCondition>
</Condition>"
When Ego reaches within the radius tolerance of 1.0m based on the 20.0m point on the right third lane,"<Condition name=""EgoLaneChangeCondition"" delay=""0.0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <ReachPositionCondition tolerance=""1.0"">
        <Position>
          <LanePosition roadId=""0"" laneId=""-3"" s=""20.0"" />
        </Position>
      </ReachPositionCondition>
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When the preceding action 'Act1' is the starting step,"<Condition name=""A2DistCondition"" delay=""0.0"" conditionEdge=""none"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""act"" storyboardElementRef=""Act1"" state=""startTransition"" />
  </ByValueCondition>
</Condition>"
"When it arrives at the 150.0m point in the second lane on the right side of the target point,","<Condition name=""StoryBoardStopCondition"" delay=""2"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <ReachPositionCondition tolerance=""1.0"">
        <Position>
          <LanePosition roadId=""0"" laneId=""-2"" s=""150.0"" />
        </Position>
      </ReachPositionCondition>
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When Ego reaches within the radius tolerance of 1.0m based on the 20.0m point on the right third lane,"<Condition name=""EgoLaneChangeCondition"" delay=""0.0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <ReachPositionCondition tolerance=""1.0"">
        <Position>
          <LanePosition roadId=""0"" laneId=""-3"" s=""20.0"" />
        </Position>
      </ReachPositionCondition>
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When the lateral distance between A3 and object $owner reaches the displacement area below $lat_limitm,"<Condition name=""A3CloseGapStartCondition"" delay=""0.0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""A3"" />
    </TriggeringEntities>
    <EntityCondition>
      <RelativeDistanceCondition entityRef=""$owner"" relativeDistanceType=""lateral"" value=""$lat_limit"" freespace=""false"" rule=""lessThan"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When narrowed down to $owner and 30m or less,"<Condition name=""LongitudinalDistanceCondition"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""all"">
      <EntityRef entityRef=""A3"" />
      <EntityRef entityRef=""A2"" />
    </TriggeringEntities>
    <EntityCondition>
      <RelativeDistanceCondition entityRef=""$owner"" relativeDistanceType=""cartesianDistance"" value=""30"" freespace=""true"" rule=""lessThan"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
"When A3 approaches the lateral distance $lat_limitm or more from $owner,","<Condition name=""A3OpenGapStartCondition"" delay=""0.0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""A3"" />
    </TriggeringEntities>
    <EntityCondition>
      <RelativeDistanceCondition entityRef=""$owner"" relativeDistanceType=""lateral"" value=""$lat_limit"" freespace=""false"" rule=""greaterThan"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When the preceding event 'EgoLaneChangeEvent' enters the end stage,"<Condition name=""QuitCondition"" delay=""5"" conditionEdge=""rising"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""EgoLaneChangeEvent"" state=""endTransition"" />
  </ByValueCondition>
</Condition>"
When LaneChangeEvent1 action is completed,"<Condition name=""LaneChangeCondition2"" delay=""0"" conditionEdge=""none"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""LaneChangeEvent1"" state=""completeState"" />
  </ByValueCondition>
</Condition>"
When the preceding action 'LaneChangeEvent2' has completed,"<Condition name=""LaneChangeCondition3"" delay=""0"" conditionEdge=""none"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""LaneChangeEvent2"" state=""completeState"" />
  </ByValueCondition>
</Condition>"
7 seconds after starting simulation,"<Condition name=""StopCondition"" delay=""1"" conditionEdge=""falling"">
  <ByValueCondition>
    <SimulationTimeCondition value=""7"" rule=""lessThan"" />
  </ByValueCondition>
</Condition>"
4 seconds after starting simulation,"<Condition name=""Lane change Ego condition"" delay=""0"" conditionEdge=""rising"">
  <ByValueCondition>
    <SimulationTimeCondition value=""4"" rule=""greaterThan"" />
  </ByValueCondition>
</Condition>"
Lane change Ego event When the operation enters the end stage,"<Condition name=""EgoGoOffRoadCondition"" delay=""1"" conditionEdge=""rising"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""Lane change Ego event"" state=""endTransition"" />
  </ByValueCondition>
</Condition>"
2.5 seconds after Ego leaves the driving space,"<Condition name=""EgoGoOnRoadCondition"" delay=""0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <OffroadCondition duration=""2.5"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When system argument DummyParameter is > 10,"<Condition name=""Lane change Target condition"" delay=""0"" conditionEdge=""rising"">
  <ByValueCondition>
    <ParameterCondition parameterRef=""DummyParameter"" value=""10"" rule=""greaterThan"" />
  </ByValueCondition>
</Condition>"
When more than 3 seconds have passed since starting,"<Condition name=""Lane change Target condition"" delay=""0"" conditionEdge=""rising"">
  <ByValueCondition>
    <SimulationTimeCondition value=""3"" rule=""greaterThan"" />
  </ByValueCondition>
</Condition>"
When more than 0 seconds have passed since starting,"<Condition name=""CutInActStart"" delay=""0"" conditionEdge=""risingOrFalling"">
  <ByValueCondition>
    <SimulationTimeCondition value=""0"" rule=""greaterThan"" />
  </ByValueCondition>
</Condition>"
When the preceding action 'EgoGoOnRoadEvent' enters the end phase,"<Condition name=""QuitCondition"" delay=""3"" conditionEdge=""rising"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""EgoGoOnRoadEvent"" state=""endTransition"" />
  </ByValueCondition>
</Condition>"
"When the headway (THW), which is the time-scaled headway (THW) of the relative driving distance interval between the subject (Target1) and the vehicle in front (Target2), is 0.25 seconds.","<Condition name=""CutInStartCondition"" delay=""0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Target1"" />
    </TriggeringEntities>
    <EntityCondition>
      <TimeHeadwayCondition entityRef=""Target2"" value=""0.25"" freespace=""false"" alongRoute=""false"" rule=""greaterThan"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
"When it arrives at 350.0m in the first lane to the right of the target point,","<Condition name=""StopTrigger"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <ReachPositionCondition tolerance=""1.0"">
        <Position>
          <LanePosition roadId=""0"" laneId=""-1"" s=""350.0"" />
        </Position>
      </ReachPositionCondition>
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
"When it arrives at 50.0m in the first lane to the right of the target point,","<Condition name=""Lane change condition"" delay=""0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <ReachPositionCondition tolerance=""1.0"">
        <Position>
          <LanePosition roadId=""0"" laneId=""-1"" s=""50.0"" />
        </Position>
      </ReachPositionCondition>
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
If it waits 2.5 seconds at the end of the road,"<Condition name=""End Of Road condition"" delay=""0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <EndOfRoadCondition duration=""2.5"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
If it stays 0.0 seconds at the end of the road,"<Condition name=""End Of Road condition"" delay=""0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <EndOfRoadCondition duration=""0.0"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When the lane change act operation is completed,"<Condition name=""QuitCondition"" delay=""4"" conditionEdge=""rising"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""act"" storyboardElementRef=""Lane change act"" state=""completeState"" />
  </ByValueCondition>
</Condition>"
Lane change act 2 When the operation is completed,"<Condition name=""QuitCondition"" delay=""8"" conditionEdge=""rising"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""act"" storyboardElementRef=""Lane change act 2"" state=""completeState"" />
  </ByValueCondition>
</Condition>"
When narrowed down to OverTaker and 10m or more.,"<Condition name=""Lane change"" delay=""0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <RelativeDistanceCondition entityRef=""OverTaker"" relativeDistanceType=""longitudinal"" value=""10"" freespace=""true"" rule=""greaterThan"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When the lane change event enters the end stage,"<Condition name=""QuitCondition"" delay=""4"" conditionEdge=""rising"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""Lane change"" state=""endTransition"" />
  </ByValueCondition>
</Condition>"
When LTAPActNPC operation is in the startup phase,"<Condition name=""SyncConditionNPC"" delay=""0.0"" conditionEdge=""none"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""act"" storyboardElementRef=""LTAPActNPC"" state=""startTransition"" />
  </ByValueCondition>
</Condition>"
When the SyncEvent action is completed,"<Condition name=""DoneCondition"" delay=""0"" conditionEdge=""none"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""SyncEvent"" state=""completeState"" />
  </ByValueCondition>
</Condition>"
When NPC speed matches $NPCFinalSpeedm/s,"<Condition name=""QuitCondition"" delay=""4"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""NPC"" />
    </TriggeringEntities>
    <EntityCondition>
      <SpeedCondition rule=""equalTo"" value=""$NPCFinalSpeed"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
0 seconds after simulation start,"<Condition name=""StartTrigger"" delay=""0"" conditionEdge=""none"">
  <ByValueCondition>
    <SimulationTimeCondition value=""0"" rule=""greaterOrEqual"" />
  </ByValueCondition>
</Condition>"
When Ego travels 5m,"<Condition conditionEdge=""rising"" delay=""0"" name=""ped_walk_event"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <TraveledDistanceCondition value=""5"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When the collision time with pedestrian_adult is within 1.2 seconds,"<Condition name=""brake_Condition"" delay=""0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <TimeToCollisionCondition value=""1.2"" freespace=""true"" coordinateSystem=""entity"" relativeDistanceType=""longitudinal"" rule=""lessThan"">
        <TimeToCollisionConditionTarget>
          <EntityRef entityRef=""pedestrian_adult"" />
        </TimeToCollisionConditionTarget>
      </TimeToCollisionCondition>
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
"When pedestrian_adult enters the 3rd lane on the right, within the range of 0m","<Condition name=""QuitCondition"" delay=""0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""pedestrian_adult"" />
    </TriggeringEntities>
    <EntityCondition>
      <ReachPositionCondition tolerance=""5.0"">
        <Position>
          <LanePosition roadId=""0"" laneId=""-3"" s=""0"" />
        </Position>
      </ReachPositionCondition>
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When Ego travels 1m,"<Condition conditionEdge=""rising"" delay=""0"" name=""ped_walk_event"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <TraveledDistanceCondition value=""1"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
If it collides with pedestrian_adult,"<Condition conditionEdge=""rising"" delay=""0"" name=""ped_fall_condition"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <CollisionCondition>
        <EntityRef entityRef=""pedestrian_adult"" />
      </CollisionCondition>
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When the preceding action 'be_still_action' enters the end stage,"<Condition conditionEdge=""rising"" delay=""0.8"" name=""ped_raise_condition"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""action"" storyboardElementRef=""be_still_action"" state=""endTransition"" />
  </ByValueCondition>
</Condition>"
When the preceding event 'raise_action' has completed,"<Condition name=""QuitCondition"" delay=""3"" conditionEdge=""rising"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""action"" storyboardElementRef=""raise_action"" state=""completeState"" />
  </ByValueCondition>
</Condition>"
When Ego enters the 20m range of the first lane on the right,"<Condition name=""AquirePosition condition"" delay=""0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <ReachPositionCondition tolerance=""2.0"">
        <Position>
          <LanePosition roadId=""197"" laneId=""-1"" offset=""0"" s=""20"" />
        </Position>
      </ReachPositionCondition>
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
"When Ego enters the range of 10m in the first lane,","<Condition name=""Stop condition"" delay=""0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <ReachPositionCondition tolerance=""2.0"">
        <Position>
          <LanePosition roadId=""230"" laneId=""1"" offset=""0"" s=""10"" />
        </Position>
      </ReachPositionCondition>
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
Stop event When the event completes,"<Condition name=""QuitCondition"" delay=""4"" conditionEdge=""rising"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""Stop event"" state=""completeState"" />
  </ByValueCondition>
</Condition>"
When the collision time with the lead reaches within 2.7 seconds,"<Condition name=""brake_Condition"" delay=""0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""$owner"" />
    </TriggeringEntities>
    <EntityCondition>
      <TimeToCollisionCondition value=""2.7"" freespace=""false"" alongRoute=""true"" rule=""lessThan"">
        <TimeToCollisionConditionTarget>
          <EntityRef entityRef=""Lead"" />
        </TimeToCollisionConditionTarget>
      </TimeToCollisionCondition>
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
If Ego is less than 0m/s faster than Lead,"<Condition name=""QuitCondition"" delay=""4"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <RelativeSpeedCondition rule=""lessThan"" value=""0"" entityRef=""Lead"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When more than $StartTime seconds have passed since startup,"<Condition name=""EventTrigger1"" delay=""0"" conditionEdge=""none"">
  <ByValueCondition>
    <SimulationTimeCondition value=""$StartTime"" rule=""greaterOrEqual"" />
  </ByValueCondition>
</Condition>"
When more than 14 seconds have passed since starting,"<Condition name=""StopSimulationCondition"" delay=""0"" conditionEdge=""rising"">
  <ByValueCondition>
    <SimulationTimeCondition value=""14"" rule=""greaterThan"" />
  </ByValueCondition>
</Condition>"
When the simulation time reaches 600 seconds or more,"<Condition conditionEdge=""rising"" delay=""0"" name=""stop_simulation"">
  <ByValueCondition>
    <SimulationTimeCondition rule=""greaterThan"" value=""600"" />
  </ByValueCondition>
</Condition>"
60 seconds after starting simulation,"<Condition name=""SwarmStopTrigger"" delay=""0"" conditionEdge=""none"">
  <ByValueCondition>
    <SimulationTimeCondition value=""60"" rule=""greaterThan"" />
  </ByValueCondition>
</Condition>"
If it drives a total of 5m,"<Condition name=""EndCondition1"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <TraveledDistanceCondition value=""5"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
"When NPC4 is completely stopped and the waiting delay of 2 seconds has elapsed,","<Condition name=""EndCondition2"" delay=""0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""NPC4"" />
    </TriggeringEntities>
    <EntityCondition>
      <StandStillCondition duration=""2"" />
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
When the TTC to is within $TTC seconds,"<Condition name=""SyncConditionTarget"" delay=""0.0"" conditionEdge=""none"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <TimeToCollisionCondition value=""$TTC"" freespace=""true"" coordinateSystem=""entity"" relativeDistanceType=""longitudinal"" rule=""lessThan"">
        <TimeToCollisionConditionTarget>
          <Position>
            <LanePosition roadId=""240"" laneId=""-1"" offset=""0"" s=""5"" />
          </Position>
        </TimeToCollisionConditionTarget>
      </TimeToCollisionCondition>
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
SetTargetSpeedEvent When the event enters the end phase,"<Condition name=""SyncConditionTarget"" delay=""0.0"" conditionEdge=""none"">
  <ByValueCondition>
    <StoryboardElementStateCondition storyboardElementType=""event"" storyboardElementRef=""SetTargetSpeedEvent"" state=""endTransition"" />
  </ByValueCondition>
</Condition>"
When Ego enters the range of 30.0m in the first lane on the right,"<Condition name=""QuitCondition"" delay=""0"" conditionEdge=""rising"">
  <ByEntityCondition>
    <TriggeringEntities triggeringEntitiesRule=""any"">
      <EntityRef entityRef=""Ego"" />
    </TriggeringEntities>
    <EntityCondition>
      <ReachPositionCondition tolerance=""5.0"">
        <Position>
          <LanePosition roadId=""235"" laneId=""-1"" s=""30.0"" />
        </Position>
      </ReachPositionCondition>
    </EntityCondition>
  </ByEntityCondition>
</Condition>"
