description,code
The car entity 'EgoVehicle' with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.32"" length=""7.38"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.72"" length=""3.74"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity 'ChallengingVehicle' with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.22"" length=""5.05"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity referencing the catalog model 'challenging_car' is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.72"" length=""3.54"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
"The car entity 'EgoVehicle' with bounding box dimensions of length 5.26 m, width 2.12 m, height 1.6 m and a maximum speed performance of 60 m/s is","<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.12"" length=""5.26"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The vehicle entity with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.82"" length=""3.74"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity referencing the catalog model 'ego_car' is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.92"" length=""4.65"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity 'ChallengingVehicle' with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.22"" length=""7.18"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The truck entity referencing the catalog model 'ego_car' is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""truck"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.5"" length=""19.4"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The truck entity 'ChallengingVehicle' with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""truck"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.5"" length=""14.05"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity 'EgoVehicle' is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.82"" length=""4.45"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.92"" length=""5.05"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The truck entity 'EgoVehicle' with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""truck"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.5"" length=""10.71"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity 'ChallengingVehicle' with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.82"" length=""3.64"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The vehicle entity 'EgoVehicle' is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.02"" length=""5.26"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The passenger car entity is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.92"" length=""5.15"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
"The truck entity 'ChallengingVehicle' with bounding box dimensions of length 16.37 m, width 2.5 m, height 1.6 m and a maximum speed performance of 60 m/s is","<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""truck"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.5"" length=""16.37"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The truck entity 'EgoVehicle' with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""truck"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.5"" length=""16.88"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity referencing the catalog model 'challenging_car' is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.92"" length=""4.04"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity referencing the catalog model 'ego_car' is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.02"" length=""5.15"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The truck entity with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""truck"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.5"" length=""13.34"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity 'EgoVehicle' with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.02"" length=""5.05"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The vehicle entity 'ChallengingVehicle' with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.02"" length=""4.65"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.82"" length=""4.14"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity 'ChallengingVehicle' is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.92"" length=""4.65"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The truck entity 'ChallengingVehicle' with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""truck"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.5"" length=""9.9"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The vehicle entity is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.92"" length=""4.75"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity 'ChallengingVehicle' with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.72"" length=""4.04"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity referencing the catalog model 'challenging_car' is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.82"" length=""4.45"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The vehicle entity with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.02"" length=""5.46"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The truck entity 'ChallengingVehicle' with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""truck"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.5"" length=""16.78"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity referencing the catalog model 'ego_car' is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.82"" length=""4.65"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The car entity 'ChallengingVehicle' with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""car"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""1.82"" length=""5.05"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The truck entity 'EgoVehicle' is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""truck"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.5"" length=""8.19"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The truck entity 'EgoVehicle' with a maximum speed performance of 60 m/s is,"<ScenarioObject name=""EgoVehicle"">
  <Vehicle name=""ego_car"" vehicleCategory=""truck"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.5"" length=""13.04"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
The truck entity referencing the catalog model 'challenging_car' is,"<ScenarioObject name=""ChallengingVehicle"">
  <Vehicle name=""challenging_car"" vehicleCategory=""truck"">
    <BoundingBox>
      <Center x=""1.4"" y=""0.0"" z=""0.8"" />
      <Dimensions width=""2.5"" length=""16.57"" height=""1.6"" />
    </BoundingBox>
    <Performance maxSpeed=""60"" maxAcceleration=""6"" maxDeceleration=""10"" />
    <Axles>
      <FrontAxle maxSteering=""0.8"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""2.98"" positionZ=""0.4"" />
      <RearAxle maxSteering=""0"" wheelDiameter=""0.8"" trackWidth=""1.68"" positionX=""0"" positionZ=""0.4"" />
    </Axles>
    <Properties />
  </Vehicle>
</ScenarioObject>"
